,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total,cod_prov,provincias
1279,16-64 años,Extranjeros,Hombres,2020,56518.0,35,"Palmas, Las"
1280,16-64 años,Extranjeros,Hombres,2019,53292.0,35,"Palmas, Las"
1281,16-64 años,Extranjeros,Mujeres,2021,55903.0,35,"Palmas, Las"
1282,16-64 años,Extranjeros,Mujeres,2020,57378.0,35,"Palmas, Las"
1283,16-64 años,Extranjeros,Mujeres,2019,54195.0,35,"Palmas, Las"
1284,65 y más,Españoles,Hombres,2021,72359.0,35,"Palmas, Las"
1285,65 y más,Españoles,Hombres,2020,70125.0,35,"Palmas, Las"
1286,65 y más,Españoles,Hombres,2019,68092.0,35,"Palmas, Las"
1287,65 y más,Españoles,Mujeres,2021,89161.0,35,"Palmas, Las"
1288,65 y más,Españoles,Mujeres,2020,86766.0,35,"Palmas, Las"
1289,65 y más,Españoles,Mujeres,2019,84435.0,35,"Palmas, Las"
1290,65 y más,Extranjeros,Hombres,2021,8279.0,35,"Palmas, Las"
1291,65 y más,Extranjeros,Hombres,2020,8046.0,35,"Palmas, Las"
1292,65 y más,Extranjeros,Hombres,2019,7596.0,35,"Palmas, Las"
1293,65 y más,Extranjeros,Mujeres,2021,8297.0,35,"Palmas, Las"
1294,65 y más,Extranjeros,Mujeres,2020,8041.0,35,"Palmas, Las"
1295,65 y más,Extranjeros,Mujeres,2019,7644.0,35,"Palmas, Las"
1296,0-15 años,Españoles,Hombres,2021,62554.0,36,Pontevedra
1297,0-15 años,Españoles,Hombres,2020,63861.0,36,Pontevedra
1298,0-15 años,Españoles,Hombres,2019,64843.0,36,Pontevedra
1299,0-15 años,Españoles,Mujeres,2021,58437.0,36,Pontevedra
1300,0-15 años,Españoles,Mujeres,2020,59559.0,36,Pontevedra
1301,0-15 años,Españoles,Mujeres,2019,60598.0,36,Pontevedra
1302,0-15 años,Extranjeros,Hombres,2021,2239.0,36,Pontevedra
1303,0-15 años,Extranjeros,Hombres,2020,2254.0,36,Pontevedra
1304,0-15 años,Extranjeros,Hombres,2019,1983.0,36,Pontevedra
1305,0-15 años,Extranjeros,Mujeres,2021,2214.0,36,Pontevedra
1306,0-15 años,Extranjeros,Mujeres,2020,2249.0,36,Pontevedra
1307,0-15 años,Extranjeros,Mujeres,2019,1951.0,36,Pontevedra
1308,16-64 años,Españoles,Hombres,2021,283575.0,36,Pontevedra
1309,16-64 años,Españoles,Hombres,2020,284400.0,36,Pontevedra
1310,16-64 años,Españoles,Hombres,2019,285445.0,36,Pontevedra
1311,16-64 años,Españoles,Mujeres,2021,285567.0,36,Pontevedra
1312,16-64 años,Españoles,Mujeres,2020,286751.0,36,Pontevedra
1313,16-64 años,Españoles,Mujeres,2019,288237.0,36,Pontevedra
1314,16-64 años,Extranjeros,Hombres,2021,14751.0,36,Pontevedra
1315,16-64 años,Extranjeros,Hombres,2020,14646.0,36,Pontevedra
1316,16-64 años,Extranjeros,Hombres,2019,13405.0,36,Pontevedra
1317,16-64 años,Extranjeros,Mujeres,2021,16113.0,36,Pontevedra
1318,16-64 años,Extranjeros,Mujeres,2020,15996.0,36,Pontevedra
1319,16-64 años,Extranjeros,Mujeres,2019,14331.0,36,Pontevedra
1320,65 y más,Españoles,Hombres,2021,91569.0,36,Pontevedra
1321,65 y más,Españoles,Hombres,2020,90078.0,36,Pontevedra
1322,65 y más,Españoles,Hombres,2019,88510.0,36,Pontevedra
1323,65 y más,Españoles,Mujeres,2021,124555.0,36,Pontevedra
1324,65 y más,Españoles,Mujeres,2020,122959.0,36,Pontevedra
1325,65 y más,Españoles,Mujeres,2019,121026.0,36,Pontevedra
1326,65 y más,Extranjeros,Hombres,2021,1222.0,36,Pontevedra
1327,65 y más,Extranjeros,Hombres,2020,1213.0,36,Pontevedra
1328,65 y más,Extranjeros,Hombres,2019,1100.0,36,Pontevedra
1329,65 y más,Extranjeros,Mujeres,2021,1479.0,36,Pontevedra
1330,65 y más,Extranjeros,Mujeres,2020,1442.0,36,Pontevedra
1331,65 y más,Extranjeros,Mujeres,2019,1236.0,36,Pontevedra
1332,0-15 años,Españoles,Hombres,2021,20868.0,26,"Rioja, La"
1333,0-15 años,Españoles,Hombres,2020,21255.0,26,"Rioja, La"
1334,0-15 años,Españoles,Hombres,2019,21517.0,26,"Rioja, La"
1335,0-15 años,Españoles,Mujeres,2021,19687.0,26,"Rioja, La"
1336,0-15 años,Españoles,Mujeres,2020,20162.0,26,"Rioja, La"
1337,0-15 años,Españoles,Mujeres,2019,20443.0,26,"Rioja, La"
1338,0-15 años,Extranjeros,Hombres,2021,4088.0,26,"Rioja, La"
1339,0-15 años,Extranjeros,Hombres,2020,4014.0,26,"Rioja, La"
1340,0-15 años,Extranjeros,Hombres,2019,3757.0,26,"Rioja, La"
1341,0-15 años,Extranjeros,Mujeres,2021,3801.0,26,"Rioja, La"
1342,0-15 años,Extranjeros,Mujeres,2020,3695.0,26,"Rioja, La"
1343,0-15 años,Extranjeros,Mujeres,2019,3431.0,26,"Rioja, La"
1344,16-64 años,Españoles,Hombres,2021,87004.0,26,"Rioja, La"
1345,16-64 años,Españoles,Hombres,2020,87204.0,26,"Rioja, La"
1346,16-64 años,Españoles,Hombres,2019,87288.0,26,"Rioja, La"
1347,16-64 años,Españoles,Mujeres,2021,84910.0,26,"Rioja, La"
1348,16-64 años,Españoles,Mujeres,2020,85079.0,26,"Rioja, La"
1349,16-64 años,Españoles,Mujeres,2019,85174.0,26,"Rioja, La"
1350,16-64 años,Extranjeros,Hombres,2021,15688.0,26,"Rioja, La"
1351,16-64 años,Extranjeros,Hombres,2020,15436.0,26,"Rioja, La"
1352,16-64 años,Extranjeros,Hombres,2019,14230.0,26,"Rioja, La"
1353,16-64 años,Extranjeros,Mujeres,2021,15914.0,26,"Rioja, La"
1354,16-64 años,Extranjeros,Mujeres,2020,15748.0,26,"Rioja, La"
1355,16-64 años,Extranjeros,Mujeres,2019,14709.0,26,"Rioja, La"
1356,65 y más,Españoles,Hombres,2021,29641.0,26,"Rioja, La"
1357,65 y más,Españoles,Hombres,2020,29433.0,26,"Rioja, La"
1358,65 y más,Españoles,Hombres,2019,28957.0,26,"Rioja, La"
1359,65 y más,Españoles,Mujeres,2021,36795.0,26,"Rioja, La"
1360,65 y más,Españoles,Mujeres,2020,36571.0,26,"Rioja, La"
1361,65 y más,Españoles,Mujeres,2019,36189.0,26,"Rioja, La"
1362,65 y más,Extranjeros,Hombres,2021,534.0,26,"Rioja, La"
1363,65 y más,Extranjeros,Hombres,2020,493.0,26,"Rioja, La"
1364,65 y más,Extranjeros,Hombres,2019,430.0,26,"Rioja, La"
1365,65 y más,Extranjeros,Mujeres,2021,866.0,26,"Rioja, La"
1366,65 y más,Extranjeros,Mujeres,2020,824.0,26,"Rioja, La"
1367,65 y más,Extranjeros,Mujeres,2019,673.0,26,"Rioja, La"
1368,0-15 años,Españoles,Hombres,2021,19175.0,37,Salamanca
1369,0-15 años,Españoles,Hombres,2020,19531.0,37,Salamanca
1370,0-15 años,Españoles,Hombres,2019,19952.0,37,Salamanca
1371,0-15 años,Españoles,Mujeres,2021,18017.0,37,Salamanca
1372,0-15 años,Españoles,Mujeres,2020,18446.0,37,Salamanca
1373,0-15 años,Españoles,Mujeres,2019,18782.0,37,Salamanca
1374,0-15 años,Extranjeros,Hombres,2021,981.0,37,Salamanca
1375,0-15 años,Extranjeros,Hombres,2020,984.0,37,Salamanca
1376,0-15 años,Extranjeros,Hombres,2019,909.0,37,Salamanca
1377,0-15 años,Extranjeros,Mujeres,2021,1088.0,37,Salamanca
1378,0-15 años,Extranjeros,Mujeres,2020,1056.0,37,Salamanca
1379,0-15 años,Extranjeros,Mujeres,2019,949.0,37,Salamanca
1380,16-64 años,Españoles,Hombres,2021,94346.0,37,Salamanca
1381,16-64 años,Españoles,Hombres,2020,94954.0,37,Salamanca
1382,16-64 años,Españoles,Hombres,2019,96188.0,37,Salamanca
1383,16-64 años,Españoles,Mujeres,2021,93439.0,37,Salamanca
1384,16-64 años,Españoles,Mujeres,2020,93834.0,37,Salamanca
1385,16-64 años,Españoles,Mujeres,2019,94798.0,37,Salamanca
1386,16-64 años,Extranjeros,Hombres,2021,5807.0,37,Salamanca
1387,16-64 años,Extranjeros,Hombres,2020,5675.0,37,Salamanca
1388,16-64 años,Extranjeros,Hombres,2019,4977.0,37,Salamanca
1389,16-64 años,Extranjeros,Mujeres,2021,6669.0,37,Salamanca
1390,16-64 años,Extranjeros,Mujeres,2020,6468.0,37,Salamanca
1391,16-64 años,Extranjeros,Mujeres,2019,5827.0,37,Salamanca
1392,65 y más,Españoles,Hombres,2021,38255.0,37,Salamanca
1393,65 y más,Españoles,Hombres,2020,38478.0,37,Salamanca
1394,65 y más,Españoles,Hombres,2019,38065.0,37,Salamanca
1395,65 y más,Españoles,Mujeres,2021,48837.0,37,Salamanca
1396,65 y más,Españoles,Mujeres,2020,49109.0,37,Salamanca
1397,65 y más,Españoles,Mujeres,2019,49047.0,37,Salamanca
1398,65 y más,Extranjeros,Hombres,2021,310.0,37,Salamanca
1399,65 y más,Extranjeros,Hombres,2020,307.0,37,Salamanca
1400,65 y más,Extranjeros,Hombres,2019,273.0,37,Salamanca
1401,65 y más,Extranjeros,Mujeres,2021,414.0,37,Salamanca
1402,65 y más,Extranjeros,Mujeres,2020,403.0,37,Salamanca
1403,65 y más,Extranjeros,Mujeres,2019,352.0,37,Salamanca
1404,0-15 años,Españoles,Hombres,2021,63933.0,38,Santa Cruz de Tenerife
1405,0-15 años,Españoles,Hombres,2020,65611.0,38,Santa Cruz de Tenerife
1406,0-15 años,Españoles,Hombres,2019,66718.0,38,Santa Cruz de Tenerife
1407,0-15 años,Españoles,Mujeres,2021,60617.0,38,Santa Cruz de Tenerife
1408,0-15 años,Españoles,Mujeres,2020,62298.0,38,Santa Cruz de Tenerife
1409,0-15 años,Españoles,Mujeres,2019,63293.0,38,Santa Cruz de Tenerife
1410,0-15 años,Extranjeros,Hombres,2021,8270.0,38,Santa Cruz de Tenerife
1411,0-15 años,Extranjeros,Hombres,2020,8587.0,38,Santa Cruz de Tenerife
1412,0-15 años,Extranjeros,Hombres,2019,8387.0,38,Santa Cruz de Tenerife
1413,0-15 años,Extranjeros,Mujeres,2021,7880.0,38,Santa Cruz de Tenerife
1414,0-15 años,Extranjeros,Mujeres,2020,8258.0,38,Santa Cruz de Tenerife
1415,0-15 años,Extranjeros,Mujeres,2019,7986.0,38,Santa Cruz de Tenerife
1416,16-64 años,Españoles,Hombres,2021,307283.0,38,Santa Cruz de Tenerife
1417,16-64 años,Españoles,Hombres,2020,307166.0,38,Santa Cruz de Tenerife
1418,16-64 años,Españoles,Hombres,2019,305903.0,38,Santa Cruz de Tenerife
1419,16-64 años,Españoles,Mujeres,2021,305648.0,38,Santa Cruz de Tenerife
1420,16-64 años,Españoles,Mujeres,2020,305179.0,38,Santa Cruz de Tenerife
1421,16-64 años,Españoles,Mujeres,2019,304078.0,38,Santa Cruz de Tenerife
1422,16-64 años,Extranjeros,Hombres,2021,52369.0,38,Santa Cruz de Tenerife
1423,16-64 años,Extranjeros,Hombres,2020,53491.0,38,Santa Cruz de Tenerife
1424,16-64 años,Extranjeros,Hombres,2019,50746.0,38,Santa Cruz de Tenerife
1425,16-64 años,Extranjeros,Mujeres,2021,55242.0,38,Santa Cruz de Tenerife
1426,16-64 años,Extranjeros,Mujeres,2020,56153.0,38,Santa Cruz de Tenerife
1427,16-64 años,Extranjeros,Mujeres,2019,52960.0,38,Santa Cruz de Tenerife
1428,65 y más,Españoles,Hombres,2021,71284.0,38,Santa Cruz de Tenerife
1429,65 y más,Españoles,Hombres,2020,69281.0,38,Santa Cruz de Tenerife
1430,65 y más,Españoles,Hombres,2019,67350.0,38,Santa Cruz de Tenerife
1431,65 y más,Españoles,Mujeres,2021,91712.0,38,Santa Cruz de Tenerife
1432,65 y más,Españoles,Mujeres,2020,89531.0,38,Santa Cruz de Tenerife
1433,65 y más,Españoles,Mujeres,2019,87167.0,38,Santa Cruz de Tenerife
1434,65 y más,Extranjeros,Hombres,2021,9760.0,38,Santa Cruz de Tenerife
1435,65 y más,Extranjeros,Hombres,2020,9355.0,38,Santa Cruz de Tenerife
1436,65 y más,Extranjeros,Hombres,2019,9093.0,38,Santa Cruz de Tenerife
1437,65 y más,Extranjeros,Mujeres,2021,10407.0,38,Santa Cruz de Tenerife
1438,65 y más,Extranjeros,Mujeres,2020,9977.0,38,Santa Cruz de Tenerife
1439,65 y más,Extranjeros,Mujeres,2019,9302.0,38,Santa Cruz de Tenerife
1440,0-15 años,Españoles,Hombres,2021,9134.0,40,Segovia
1441,0-15 años,Españoles,Hombres,2020,9180.0,40,Segovia
1442,0-15 años,Españoles,Hombres,2019,9365.0,40,Segovia
1443,0-15 años,Españoles,Mujeres,2021,8681.0,40,Segovia
1444,0-15 años,Españoles,Mujeres,2020,8708.0,40,Segovia
1445,0-15 años,Españoles,Mujeres,2019,8795.0,40,Segovia
1446,0-15 años,Extranjeros,Hombres,2021,1693.0,40,Segovia
1447,0-15 años,Extranjeros,Hombres,2020,1746.0,40,Segovia
1448,0-15 años,Extranjeros,Hombres,2019,1666.0,40,Segovia
1449,0-15 años,Extranjeros,Mujeres,2021,1595.0,40,Segovia
1450,0-15 años,Extranjeros,Mujeres,2020,1631.0,40,Segovia
1451,0-15 años,Extranjeros,Mujeres,2019,1578.0,40,Segovia
1452,16-64 años,Españoles,Hombres,2021,43716.0,40,Segovia
1453,16-64 años,Españoles,Hombres,2020,43541.0,40,Segovia
1454,16-64 años,Españoles,Hombres,2019,43835.0,40,Segovia
1455,16-64 años,Españoles,Mujeres,2021,40104.0,40,Segovia
1456,16-64 años,Españoles,Mujeres,2020,39784.0,40,Segovia
1457,16-64 años,Españoles,Mujeres,2019,40081.0,40,Segovia
1458,16-64 años,Extranjeros,Hombres,2021,6846.0,40,Segovia
1459,16-64 años,Extranjeros,Hombres,2020,6839.0,40,Segovia
1460,16-64 años,Extranjeros,Hombres,2019,6385.0,40,Segovia
1461,16-64 años,Extranjeros,Mujeres,2021,7261.0,40,Segovia
1462,16-64 años,Extranjeros,Mujeres,2020,7170.0,40,Segovia
1463,16-64 años,Extranjeros,Mujeres,2019,6729.0,40,Segovia
1464,65 y más,Españoles,Hombres,2021,15425.0,40,Segovia
1465,65 y más,Españoles,Hombres,2020,15484.0,40,Segovia
1466,65 y más,Españoles,Hombres,2019,15363.0,40,Segovia
1467,65 y más,Españoles,Mujeres,2021,18581.0,40,Segovia
1468,65 y más,Españoles,Mujeres,2020,18816.0,40,Segovia
1469,65 y más,Españoles,Mujeres,2019,18826.0,40,Segovia
1470,65 y más,Extranjeros,Hombres,2021,257.0,40,Segovia
1471,65 y más,Extranjeros,Hombres,2020,243.0,40,Segovia
1472,65 y más,Extranjeros,Hombres,2019,199.0,40,Segovia
1473,65 y más,Extranjeros,Mujeres,2021,370.0,40,Segovia
1474,65 y más,Extranjeros,Mujeres,2020,336.0,40,Segovia
1475,65 y más,Extranjeros,Mujeres,2019,307.0,40,Segovia
1476,0-15 años,Españoles,Hombres,2021,165644.0,41,Sevilla
1477,0-15 años,Españoles,Hombres,2020,168975.0,41,Sevilla
1478,0-15 años,Españoles,Hombres,2019,171561.0,41,Sevilla
1479,0-15 años,Españoles,Mujeres,2021,156142.0,41,Sevilla
1480,0-15 años,Españoles,Mujeres,2020,159568.0,41,Sevilla
1481,0-15 años,Españoles,Mujeres,2019,162100.0,41,Sevilla
1482,0-15 años,Extranjeros,Hombres,2021,5323.0,41,Sevilla
1483,0-15 años,Extranjeros,Hombres,2020,5397.0,41,Sevilla
1484,0-15 años,Extranjeros,Hombres,2019,4855.0,41,Sevilla
1485,0-15 años,Extranjeros,Mujeres,2021,5177.0,41,Sevilla
1486,0-15 años,Extranjeros,Mujeres,2020,5264.0,41,Sevilla
1487,0-15 años,Extranjeros,Mujeres,2019,4736.0,41,Sevilla
1488,16-64 años,Españoles,Hombres,2021,609628.0,41,Sevilla
1489,16-64 años,Españoles,Hombres,2020,610721.0,41,Sevilla
1490,16-64 años,Españoles,Hombres,2019,610696.0,41,Sevilla
1491,16-64 años,Españoles,Mujeres,2021,610730.0,41,Sevilla
1492,16-64 años,Españoles,Mujeres,2020,611500.0,41,Sevilla
1493,16-64 años,Españoles,Mujeres,2019,611468.0,41,Sevilla
1494,16-64 años,Extranjeros,Hombres,2021,29313.0,41,Sevilla
1495,16-64 años,Extranjeros,Hombres,2020,28753.0,41,Sevilla
1496,16-64 años,Extranjeros,Hombres,2019,26052.0,41,Sevilla
1497,16-64 años,Extranjeros,Mujeres,2021,34223.0,41,Sevilla
1498,16-64 años,Extranjeros,Mujeres,2020,33535.0,41,Sevilla
1499,16-64 años,Extranjeros,Mujeres,2019,30308.0,41,Sevilla
1500,65 y más,Españoles,Hombres,2021,139710.0,41,Sevilla
1501,65 y más,Españoles,Hombres,2020,137422.0,41,Sevilla
1502,65 y más,Españoles,Hombres,2019,134760.0,41,Sevilla
1503,65 y más,Españoles,Mujeres,2021,188472.0,41,Sevilla
1504,65 y más,Españoles,Mujeres,2020,185746.0,41,Sevilla
1505,65 y más,Españoles,Mujeres,2019,182917.0,41,Sevilla
1506,65 y más,Extranjeros,Hombres,2021,1465.0,41,Sevilla
1507,65 y más,Extranjeros,Hombres,2020,1427.0,41,Sevilla
1508,65 y más,Extranjeros,Hombres,2019,1288.0,41,Sevilla
1509,65 y más,Extranjeros,Mujeres,2021,2025.0,41,Sevilla
1510,65 y más,Extranjeros,Mujeres,2020,1911.0,41,Sevilla
1511,65 y más,Extranjeros,Mujeres,2019,1648.0,41,Sevilla
1512,0-15 años,Españoles,Hombres,2021,5096.0,42,Soria
1513,0-15 años,Españoles,Hombres,2020,5172.0,42,Soria
1514,0-15 años,Españoles,Hombres,2019,5212.0,42,Soria
1515,0-15 años,Españoles,Mujeres,2021,4791.0,42,Soria
1516,0-15 años,Españoles,Mujeres,2020,4877.0,42,Soria
1517,0-15 años,Españoles,Mujeres,2019,4999.0,42,Soria
1518,0-15 años,Extranjeros,Hombres,2021,808.0,42,Soria
1519,0-15 años,Extranjeros,Hombres,2020,755.0,42,Soria
1520,0-15 años,Extranjeros,Hombres,2019,680.0,42,Soria
1521,0-15 años,Extranjeros,Mujeres,2021,767.0,42,Soria
1522,0-15 años,Extranjeros,Mujeres,2020,724.0,42,Soria
1523,0-15 años,Extranjeros,Mujeres,2019,672.0,42,Soria
1524,16-64 años,Españoles,Hombres,2021,25008.0,42,Soria
1525,16-64 años,Españoles,Hombres,2020,25112.0,42,Soria
1526,16-64 años,Españoles,Hombres,2019,25370.0,42,Soria
1527,16-64 años,Españoles,Mujeres,2021,22895.0,42,Soria
1528,16-64 años,Españoles,Mujeres,2020,22933.0,42,Soria
1529,16-64 años,Españoles,Mujeres,2019,23062.0,42,Soria
1530,16-64 años,Extranjeros,Hombres,2021,3658.0,42,Soria
1531,16-64 años,Extranjeros,Hombres,2020,3427.0,42,Soria
1532,16-64 años,Extranjeros,Hombres,2019,3135.0,42,Soria
1533,16-64 años,Extranjeros,Mujeres,2021,3283.0,42,Soria
1534,16-64 años,Extranjeros,Mujeres,2020,3149.0,42,Soria
1535,16-64 años,Extranjeros,Mujeres,2019,2759.0,42,Soria
1536,65 y más,Españoles,Hombres,2021,10247.0,42,Soria
1537,65 y más,Españoles,Hombres,2020,10373.0,42,Soria
1538,65 y más,Españoles,Hombres,2019,10335.0,42,Soria
1539,65 y más,Españoles,Mujeres,2021,11953.0,42,Soria
1540,65 y más,Españoles,Mujeres,2020,12146.0,42,Soria
1541,65 y más,Españoles,Mujeres,2019,12220.0,42,Soria
1542,65 y más,Extranjeros,Hombres,2021,103.0,42,Soria
1543,65 y más,Extranjeros,Hombres,2020,88.0,42,Soria
1544,65 y más,Extranjeros,Hombres,2019,82.0,42,Soria
1545,65 y más,Extranjeros,Mujeres,2021,138.0,42,Soria
1546,65 y más,Extranjeros,Mujeres,2020,128.0,42,Soria
1547,65 y más,Extranjeros,Mujeres,2019,110.0,42,Soria
1548,0-15 años,Españoles,Hombres,2021,56970.0,43,Tarragona
1549,0-15 años,Españoles,Hombres,2020,57689.0,43,Tarragona
1550,0-15 años,Españoles,Hombres,2019,58183.0,43,Tarragona
1551,0-15 años,Españoles,Mujeres,2021,53276.0,43,Tarragona
1552,0-15 años,Españoles,Mujeres,2020,53973.0,43,Tarragona
1553,0-15 años,Españoles,Mujeres,2019,54461.0,43,Tarragona
1554,0-15 años,Extranjeros,Hombres,2021,12254.0,43,Tarragona
1555,0-15 años,Extranjeros,Hombres,2020,12450.0,43,Tarragona
1556,0-15 años,Extranjeros,Hombres,2019,11879.0,43,Tarragona
1557,0-15 años,Extranjeros,Mujeres,2021,11808.0,43,Tarragona
1558,0-15 años,Extranjeros,Mujeres,2020,11799.0,43,Tarragona
1559,0-15 años,Extranjeros,Mujeres,2019,11349.0,43,Tarragona
1560,16-64 años,Españoles,Hombres,2021,215246.0,43,Tarragona
1561,16-64 años,Españoles,Hombres,2020,213433.0,43,Tarragona
1562,16-64 años,Españoles,Hombres,2019,212518.0,43,Tarragona
1563,16-64 años,Españoles,Mujeres,2021,209209.0,43,Tarragona
1564,16-64 años,Españoles,Mujeres,2020,207450.0,43,Tarragona
1565,16-64 años,Españoles,Mujeres,2019,206995.0,43,Tarragona
1566,16-64 años,Extranjeros,Hombres,2021,54885.0,43,Tarragona
1567,16-64 años,Extranjeros,Hombres,2020,54707.0,43,Tarragona
1568,16-64 años,Extranjeros,Hombres,2019,50390.0,43,Tarragona
1569,16-64 años,Extranjeros,Mujeres,2021,50084.0,43,Tarragona
1570,16-64 años,Extranjeros,Mujeres,2020,49851.0,43,Tarragona
1571,16-64 años,Extranjeros,Mujeres,2019,46955.0,43,Tarragona
1572,65 y más,Españoles,Hombres,2021,67304.0,43,Tarragona
1573,65 y más,Españoles,Hombres,2020,66098.0,43,Tarragona
1574,65 y más,Españoles,Hombres,2019,64911.0,43,Tarragona
1575,65 y más,Españoles,Mujeres,2021,82819.0,43,Tarragona
1576,65 y más,Españoles,Mujeres,2020,81336.0,43,Tarragona
1577,65 y más,Españoles,Mujeres,2019,79828.0,43,Tarragona
1578,65 y más,Extranjeros,Hombres,2021,3997.0,43,Tarragona
1579,65 y más,Extranjeros,Hombres,2020,3765.0,43,Tarragona
1580,65 y más,Extranjeros,Hombres,2019,3377.0,43,Tarragona
1581,65 y más,Extranjeros,Mujeres,2021,4457.0,43,Tarragona
1582,65 y más,Extranjeros,Mujeres,2020,4221.0,43,Tarragona
1583,65 y más,Extranjeros,Mujeres,2019,3818.0,43,Tarragona
1584,0-15 años,Españoles,Hombres,2021,7921.0,44,Teruel
1585,0-15 años,Españoles,Hombres,2020,7966.0,44,Teruel
1586,0-15 años,Españoles,Hombres,2019,8064.0,44,Teruel
1587,0-15 años,Españoles,Mujeres,2021,7608.0,44,Teruel
1588,0-15 años,Españoles,Mujeres,2020,7628.0,44,Teruel
1589,0-15 años,Españoles,Mujeres,2019,7705.0,44,Teruel
1590,0-15 años,Extranjeros,Hombres,2021,1503.0,44,Teruel
1591,0-15 años,Extranjeros,Hombres,2020,1473.0,44,Teruel
1592,0-15 años,Extranjeros,Hombres,2019,1397.0,44,Teruel
1593,0-15 años,Extranjeros,Mujeres,2021,1483.0,44,Teruel
1594,0-15 años,Extranjeros,Mujeres,2020,1433.0,44,Teruel
1595,0-15 años,Extranjeros,Mujeres,2019,1377.0,44,Teruel
1596,16-64 años,Españoles,Hombres,2021,37885.0,44,Teruel
1597,16-64 años,Españoles,Hombres,2020,37786.0,44,Teruel
1598,16-64 años,Españoles,Hombres,2019,38046.0,44,Teruel
1599,16-64 años,Españoles,Mujeres,2021,34312.0,44,Teruel
1600,16-64 años,Españoles,Mujeres,2020,34320.0,44,Teruel
1601,16-64 años,Españoles,Mujeres,2019,34531.0,44,Teruel
1602,16-64 años,Extranjeros,Hombres,2021,6153.0,44,Teruel
1603,16-64 años,Extranjeros,Hombres,2020,5948.0,44,Teruel
1604,16-64 años,Extranjeros,Hombres,2019,5580.0,44,Teruel
1605,16-64 años,Extranjeros,Mujeres,2021,5619.0,44,Teruel
1606,16-64 años,Extranjeros,Mujeres,2020,5474.0,44,Teruel
1607,16-64 años,Extranjeros,Mujeres,2019,5120.0,44,Teruel
1608,65 y más,Españoles,Hombres,2021,14610.0,44,Teruel
1609,65 y más,Españoles,Hombres,2020,14614.0,44,Teruel
1610,65 y más,Españoles,Hombres,2019,14679.0,44,Teruel
1611,65 y más,Españoles,Mujeres,2021,16970.0,44,Teruel
1612,65 y más,Españoles,Mujeres,2020,17106.0,44,Teruel
1613,65 y más,Españoles,Mujeres,2019,17267.0,44,Teruel
1614,65 y más,Extranjeros,Hombres,2021,215.0,44,Teruel
1615,65 y más,Extranjeros,Hombres,2020,188.0,44,Teruel
1616,65 y más,Extranjeros,Hombres,2019,161.0,44,Teruel
1617,65 y más,Extranjeros,Mujeres,2021,266.0,44,Teruel
1618,65 y más,Extranjeros,Mujeres,2020,240.0,44,Teruel
1619,65 y más,Extranjeros,Mujeres,2019,210.0,44,Teruel
1620,0-15 años,Españoles,Hombres,2021,54801.0,45,Toledo
1621,0-15 años,Españoles,Hombres,2020,55229.0,45,Toledo
1622,0-15 años,Españoles,Hombres,2019,55482.0,45,Toledo
1623,0-15 años,Españoles,Mujeres,2021,51450.0,45,Toledo
1624,0-15 años,Españoles,Mujeres,2020,51833.0,45,Toledo
1625,0-15 años,Españoles,Mujeres,2019,52258.0,45,Toledo
1626,0-15 años,Extranjeros,Hombres,2021,7106.0,45,Toledo
1627,0-15 años,Extranjeros,Hombres,2020,7064.0,45,Toledo
1628,0-15 años,Extranjeros,Hombres,2019,6474.0,45,Toledo
1629,0-15 años,Extranjeros,Mujeres,2021,6909.0,45,Toledo
1630,0-15 años,Extranjeros,Mujeres,2020,6941.0,45,Toledo
1631,0-15 años,Extranjeros,Mujeres,2019,6358.0,45,Toledo
1632,16-64 años,Españoles,Hombres,2021,208828.0,45,Toledo
1633,16-64 años,Españoles,Hombres,2020,206365.0,45,Toledo
1634,16-64 años,Españoles,Hombres,2019,205858.0,45,Toledo
1635,16-64 años,Españoles,Mujeres,2021,196950.0,45,Toledo
1636,16-64 años,Españoles,Mujeres,2020,194436.0,45,Toledo
1637,16-64 años,Españoles,Mujeres,2019,193650.0,45,Toledo
1638,16-64 años,Extranjeros,Hombres,2021,28317.0,45,Toledo
1639,16-64 años,Extranjeros,Hombres,2020,27905.0,45,Toledo
1640,16-64 años,Extranjeros,Hombres,2019,25329.0,45,Toledo
1641,16-64 años,Extranjeros,Mujeres,2021,28052.0,45,Toledo
1642,16-64 años,Extranjeros,Mujeres,2020,27657.0,45,Toledo
1643,16-64 años,Extranjeros,Mujeres,2019,25059.0,45,Toledo
1644,65 y más,Españoles,Hombres,2021,56369.0,45,Toledo
1645,65 y más,Españoles,Hombres,2020,56065.0,45,Toledo
1646,65 y más,Españoles,Hombres,2019,55165.0,45,Toledo
1647,65 y más,Españoles,Mujeres,2021,68005.0,45,Toledo
1648,65 y más,Españoles,Mujeres,2020,67877.0,45,Toledo
1649,65 y más,Españoles,Mujeres,2019,67205.0,45,Toledo
1650,65 y más,Extranjeros,Hombres,2021,997.0,45,Toledo
1651,65 y más,Extranjeros,Hombres,2020,920.0,45,Toledo
1652,65 y más,Extranjeros,Hombres,2019,782.0,45,Toledo
1653,65 y más,Extranjeros,Mujeres,2021,1619.0,45,Toledo
1654,65 y más,Extranjeros,Mujeres,2020,1480.0,45,Toledo
1655,65 y más,Extranjeros,Mujeres,2019,1224.0,45,Toledo
1656,0-15 años,Españoles,Hombres,2021,179771.0,46,Valencia/València
